ID,LABNR,C14AGE,C14STD,C13,MATERIAL,SPECIES,COUNTRY,SITE,PERIOD,CULTURE,PHASE,LOCUS,LATITUDE,LONGITUDE,METHOD,CALAGE,CALSTD,REFERENCE,NOTICE
20955,R-172,4080,75,0,charcoal,grain,Turkey,Arslantepe,Bronze Age,Early Bronze Age,Arslantepe VI,"Room A-607, Square E8(9).",38.36,38.35,14C,2670,140,"RC 36,1, 1994, 143-152",--
20956,R-173,4350,75,0,charcoal,nd,Turkey,Arslantepe,Bronze Age,Early Bronze Age,Arslantepe VI,"Room A-650, Squares E6(7-11),",38.36,38.35,14C,3030,110,"RC 36,1, 1994, 143-152",--
20957,R-173,4350,75,0,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VIA,nd,38.36,38.35,14C,3030,110,--,--
20958,R-174,3830,75,0,charcoal,grain,Turkey,Arslantepe,Bronze Age,Early Bronze Age,Arslantepe VI,"Room A-516, Square E8(14).",38.36,38.35,14C,2290,120,"RC 36,1, 1994, 143-152",--
20959,R-747,4580,65,0,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VIA,nd,38.36,38.35,14C,3310,150,--,--
20960,R-748,4920,65,0,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VII,nd,38.36,38.35,14C,3720,60,--,--
20961,R-749,4740,65,0,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VIA,nd,38.36,38.35,14C,3510,100,--,--
20962,R-751,4860,65,0,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VIA,nd,38.36,38.35,14C,3630,80,--,--
20963,R-752,4630,65,0,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VIA,nd,38.36,38.35,14C,3420,90,--,--
20964,R-753,4815,65,0,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VIA,nd,38.36,38.35,14C,3580,70,--,--
20965,R-754,4530,65,0,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VIA,nd,38.36,38.35,14C,3230,110,--,"different sample in Rome Datelist X, p.361"
20966,R-755,4900,65,0,nd,Kömürleşmiş Ağaç,Turkey,Arslantepe,Chalcolithic,CH,Phase: VIA,nd,38.36,38.35,14C,3700,60,--,--
20967,R-926A,3240,50,-23.2,grain,nd,Turkey,Arslantepe,Bronze Age,Middle Bronze age,nd,"floor of Rm 58 with double hearth, Sq D8-8",38.36,38.35,14C,1520,60,"Rome Datelist XIV, 339",--
20968,R-927A,3210,50,-23.6,charcoal,nd,Turkey,Arslantepe,Bronze Age,Middle Bronze age,nd,"floor of Rm 58 with double hearth, Sq D8-9",38.36,38.35,14C,1490,50,"Rome Datelist XIV, 340",
20969,R-928A,3430,50,-24.4,charcoal,nd,Turkey,Arslantepe,Bronze Age,Middle Bronze age,nd,"floor of Rm 58, Balk D8(8)-E8(5) with double hearth, Sq D8-9",38.36,38.35,14C,1750,80,"Rome Datelist XIV, 340",
20970,R-930a,3680,50,-24.9,charcoal,nd,Turkey,Arslantepe,Bronze  Age,FBIIIB,Phase: VIA,nd,38.36,38.35,14C,2060,70,"Easton 1976, 168",--
20971,R-931a,4860,50,-24.5,wood,charred,Turkey,Arslantepe,Chalcolithic,CH,Phase: VII,nd,38.36,38.35,14C,3630,60,"Alessio et al. 1976, 336",--
20972,R-932a,4790,60,-23.9,charcoal,nd,Turkey,Arslantepe,Chalcolithic,CH,Phase: VII,nd,38.36,38.35,14C,3550,70,"Alessio et al. 1976, 336",--
20973,R-933a,4730,50,-24.6,charcoal,nd,Turkey,Arslantepe,Chalcolithic,Uruk,Phase: VII,nd,38.36,38.35,14C,3510,100,"Alessio et al. 1976, 336",--
20974,Bln-4606,2508,40,-25.4,charcoal,nd,Turkey,Aşağı Pınar,Iron Age ,nd,nd,Schnitt 15i/27.1,41.683,27.2167,14C,650,90,Parzinger 2005,
20975,Bln-4607,6107,51,-25.4,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4 ,Schnitt 13M/44.1-4/h,41.683,27.2167,14C,5060,100,Parzinger 2005,
20976,Bln-4608,6305,44,0,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4 ,Schnitt 13M/44,41.683,27.2167,14C,5280,50,Parzinger 2005,
20977,Bln-4645,2767,70,0,charcoal,nd,Turkey,Aşağı Pınar,Iron Age ,nd,nd,AP93/D,41.683,27.2167,14C,930,80,Parzinger 2005,
20978,Bln-4646,2320,42,-24.3,charcoal,nd,Turkey,Aşağı Pınar,Iron Age ,nd,nd,AP93/F,41.683,27.2167,14C,360,70,Parzinger 2005,
20979,Bln-4702,6054,41,-25.7,eichelbruch,Quercus sp.,Turkey,Aşağı Pınar,Neolithic,nd,AP3/4 ,Schnitt 15K/111,41.683,27.2167,14C,4950,60,Parzinger 2005,
20980,Bln-4703,6342,43,-25.1,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP5 ,Schnitt 14K/76.84,41.683,27.2167,14C,5330,50,Parzinger 2005,
20981,Bln-4852,6260,40,0,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4 ,Schnitt 13M/88,41.683,27.2167,14C,5240,50,Parzinger 2005,
20982,Bln-4853,6189,34,-25.8,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4 ,Schnitt 13M/91,41.683,27.2167,14C,5140,60,Parzinger 2005,
20983,Bln-4854,6282,45,0,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4/5,Schnitt 12R/29,41.683,27.2167,14C,5260,50,Parzinger 2005,
20984,Bln-4855,6324,46,-26,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP5 ,Schnitt 12R/31,41.683,27.2167,14C,5300,60,Parzinger 2005,
20985,Bln-4856,6341,34,-27.1,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP5 ,Schnitt 12R/33,41.683,27.2167,14C,5320,40,Parzinger 2005,
20986,Bln-4857,6364,47,0,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP5 ,Schnitt 12R/37,41.683,27.2167,14C,5360,60,Parzinger 2005,
20987,Bln-4858,6374,48,0,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP5 ,Schnitt 12R/35,41.683,27.2167,14C,5370,60,Parzinger 2005,
20988,Bln-4859,6267,48,-26.4,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4  ,Schnitt 13M/76.1,41.683,27.2167,14C,5230,60,Parzinger 2005,
20989,Bln-4860,6209,42,-24.6,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4 ,Schnitt 15l/194,41.683,27.2167,14C,5160,80,Parzinger 2005,
20990,Bln-4988,6322,34,-26.3,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4/5,Schnitt 13M/114.4,41.683,27.2167,14C,5290,40,Parzinger 2005,
20991,Bln-4992,6625,38,-25.4,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP6 ,"Schnitt 8P, Haus APA",41.683,27.2167,14C,5570,40,Parzinger 2005,
20992,Bln-4996,6909,48,0,grain,nd,Turkey,Aşağı Pınar,Neolithic,nd,older than AP6,Schnitt 8L/69,41.683,27.2167,14C,5800,50,Parzinger 2005,
20993,Bln-4997,6781,39,-23.8,grain,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP6,Schnitt 8L/61-62,41.683,27.2167,14C,5680,30,Parzinger 2005,
20994,Bln-4998,6280,42,-26.7,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP 4/5,Schnitt 14K/89.3.7,41.683,27.2167,14C,5260,40,Parzinger 2005,
20995,Bln-4999,6212,37,-25.6,charcoal,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP4 ,Schnitt 7N/33.2,41.683,27.2167,14C,5160,70,Parzinger 2005,
20996,Bln-5218,6765,29,-24.2,Eicheln ,Quercus sp.,Turkey,Aşağı Pınar,Neolithic,nd,AP6 ,"Schnitt 8P, Haus APA",41.683,27.2167,14C,5670,30,Parzinger 2005,
20997,Bln-5219,6752,34,-23.9,Eicheln and grain,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP6 ,"Schnitt 8P, Haus APA",41.683,27.2167,14C,5660,30,Parzinger 2005,
20998,Bln-5699,6669,38,0,nd,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP6,nd,41.683,27.2167,14C,5590,40,Özdoğan 2007,
20999,Bln-5700,6663,34,0,nd,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP6,nd,41.683,27.2167,14C,5590,30,Özdoğan 2007,
21000,Bln-5701,6769,36,0,nd,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP6,nd,41.683,27.2167,14C,5670,30,Özdoğan 2007,
21001,Bln-5702,6717,39,0,nd,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP6,nd,41.683,27.2167,14C,5630,40,Özdoğan 2007,
21002,KIA-19257,6242,30,-23.3,grain,nd,Turkey,Aşağı Pınar,Neolithic,nd,AP3 ,Schnitt 9R/66.3/B101),41.683,27.2167,14C,5220,60,Parzinger 2005,
21003,KIA-19258,6320,30,-21,grain ,Hordeum and weizen,Turkey,Aşağı Pınar,Neolithic,nd,AP3 ,Schnitt 13H/148(B44),41.683,27.2167,14C,5290,40,Parzinger 2005,
21004,KIA-42160,6275,35,0,bone,Sus domestica,Turkey,Aşağı Pınar,Neolithic,nd,nd,nd,41.683,27.2167,14C,5260,40,Scheu 2012,
21005,KIA-42161,6415,30,0,bone,Sus domestica,Turkey,Aşağı Pınar,Neolithic,nd,nd,nd,41.683,27.2167,14C,5400,50,Scheu 2012,
21006,KIA-42162,6540,40,0,bone,Sus domestica,Turkey,Aşağı Pınar,Neolithic,nd,nd,nd,41.683,27.2167,14C,5510,30,Scheu 2012,
21007,KIA-42163,6390,30,0,bone,animal,Turkey,Aşağı Pınar,Neolithic,nd,AP5 ,"AP5, 13H/260",41.683,27.2167,14C,5380,50,DNA-Mainz,
21008,KIA-42164,6210,30,0,bone,animal,Turkey,Aşağı Pınar,Neolithic,nd,AP 4/5 ,"AP4/5, 151/206",41.683,27.2167,14C,5160,70,DNA-Mainz,
21009,AA-100674,9650,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 551, Feature 332, Building 18,  h=9.01 m",38.34,34.22,14C,9050,150,Stiner 2014,--
21010,AA-100684,8820,50,0,dung,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3/4,"Trench 4GH, Unit 249, Feature nd, h=8.52 m",38.34,34.22,14C,7960,160,Stiner 2014,--
21011,AA-100687,9050,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 227, Feature 73, h=11.46 m",38.34,34.22,14C,8270,30,Stiner 2014,--
21012,AA-100690,8960,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 255, Feature 84, Building 1, h=10.73 m",38.34,34.22,14C,8130,110,Stiner 2014,--
21013,AA-101168,9120,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 251, Feature nd, h=11.69 m",38.34,34.22,14C,8350,70,Stiner 2014,--
21014,AA-101170,9600,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 4GH, Unit 584, Feature nd, h=11.67 m",38.34,34.22,14C,9000,130,Stiner 2014,--
21015,AA-101172,8900,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 584, Feature nd, h=10.31 m",38.34,34.22,14C,8080,110,Stiner 2014,--
21016,AA-101173,8870,50,0,dung,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 584, Feature nd, h=10.31 m",38.34,34.22,14C,8040,130,Stiner 2014,--
21017,AA-101176,8900,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 598, Feature nd, h=10.31 m",38.34,34.22,14C,8080,110,Stiner 2014,--
21018,AA-101177,9010,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 598, Feature nd, h=10.14 m",38.34,34.22,14C,8180,90,Stiner 2014,--
21019,AA-101178,8710,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 587, Feature 372, Building 18, h=9.91 m",38.34,34.22,14C,7730,90,Stiner 2014,--
21020,AA-101180,8860,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 2/3,"Trench 2J, Unit 570, Feature 331,  Building 17, h=8.49 m",38.34,34.22,14C,8020,140,Stiner 2014,--
21021,AA-101181,8720,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 585, Feature 366, Building 20, h=10.80  m",38.34,34.22,14C,7750,100,Stiner 2014,--
21022,AA-101182,8830,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 570, Feature 371,  h=8.84 m",38.34,34.22,14C,7980,150,Stiner 2014,--
21023,AA-101183,8790,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 3,"Trench 2J, Unit 550, Feature 331, h=8.84 m",38.34,34.22,14C,7870,110,Stiner 2014,--
21024,AA-101860,8870,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 157, Feature 53, Building 6, h=12.39 m",38.34,34.22,14C,8040,130,Stiner 2014,--
21025,AA-101862,9020,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 227, Feature 73, h=11.46 m",38.34,34.22,14C,8230,50,Stiner 2014,--
21026,AA-96470,8930,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 149, Feature 49, Building 6,  h=12.52 m",38.34,34.22,14C,8110,110,Stiner 2014,--
21027,AA-96733,8860,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 154, Feature 51, h=11.35 m",38.34,34.22,14C,8020,140,Stiner 2014,--
21028,AA-96734,8880,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 149, Feature 49, Building 6, h=12.51 m",38.34,34.22,14C,8060,120,Stiner 2014,--
21029,AA-97666,8660,50,0,seed,nd,Turkey,Asikli Höyük,Neolithic,PPN,Level 4,"Trench 4GH, Unit 105, Feature 32, Building 3,h=11.19 m",38.34,34.22,14C,7670,60,Stiner 2014,--
21030,GrN-18617,8730,45,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Deepsounding grids 4G-H, Square 4H-G, room E",38.34,34.22,14C,7760,100,"Esin 1995, 76f.",--
21031,GrN-18618,8725,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 3J, room I, 4-5/g",38.34,34.22,14C,7760,100,"Esin 1995, 76f.",--
21032,GrN-18619,8610,55,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Southwest quarter (South of road GA), Square 2R, room AA, 9/a-b",38.34,34.22,14C,7640,60,"Esin 1995, 76f.",--
21033,GrN-18620,8720,55,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 3J, room  AM, 2/h-i",38.34,34.22,14C,7760,110,"Esin 1995, 76f.",--
21034,GrN-19114,8515,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA),  Square 5L, room  CY,  6/e",38.34,34.22,14C,7560,30,"Esin 1995, 76f.",--
21035,GrN-19115,8710,100,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA),  Square 4J, room EN, 8/k",38.34,34.22,14C,7800,160,"Esin 1995, 76f.",--
21036,GrN-19116,8920,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA),  Square 2J, room FF (on steep W-slope),  6/b",38.34,34.22,14C,8100,100,"Esin 1995, 76f.",--
21037,GrN-19117,8710,130,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 2K, room AN, 10/c",38.34,34.22,14C,7850,200,"Esin 1995, 76f.",--
21038,GrN-19118,8760,45,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA),  Square 2K, room AN, 10/c",38.34,34.22,14C,7810,100,"Esin 1995, 76f.",--
21039,GrN-19119,8760,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 2K, room AN",38.34,34.22,14C,7810,90,"Esin 1995, 76f.",--
21040,GrN-19120,8815,70,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 2K, room AN, 9/b",38.34,34.22,14C,7950,170,"Esin 1995, 76f.",--
21041,GrN-19121,8590,80,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 2K, room AN `under the wall´, G",38.34,34.22,14C,7640,80,"Esin 1995, 76f.",--
21042,GrN-19358,8550,70,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2B/2C,"Deepsounding grids 4G-H, Square 4 H,  dump/workshop area S, 8/d",38.34,34.22,14C,7590,50,"Esin 1995, 76f.",--
21043,GrN-19359,8570,70,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2B/2C,"Deepsounding grids 4G-H, Square 4H,  dump/workshop area S, 10/e",38.34,34.22,14C,7610,60,"Esin 1995, 76f.",--
21044,GrN-19360,8695,25,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2B/2C,"Deepsounding grids 4G-H, Square 4H, room  C (fire place), 7",38.34,34.22,14C,7680,50,"Esin 1995, 76f.",--
21045,GrN-19361,8595,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 6J, room GD, 7/b",38.34,34.22,14C,7630,60,"Esin 1995, 76f.",--
21046,GrN-19362,8630,30,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 6J, room GD, 8-9/c",38.34,34.22,14C,7630,40,"Esin 1995, 76f.",--
21047,GrN-19363,8675,25,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2B/2C,"Deepsounding grids 4G-H, Square 4H, room C, 1/g",38.34,34.22,14C,7660,50,"Esin 1995, 76f.",--
21048,GrN-19364,8585,45,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Southwest quarter (South of road GA), Square 3P, area HK, 2/d",38.34,34.22,14C,7610,40,"Esin 1995, 76f.",--
21049,GrN-19365,8420,30,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Southwest quarter (South of road GA), Square 3P, court HG, 2/e",38.34,34.22,14C,7510,30,"Esin 1995, 76f.",--
21050,GrN-19366,8400,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Southwest quarter (South of road GA), Square 3P, court HG, 5/d-e",38.34,34.22,14C,7470,50,"Esin 1995, 76f.",--
21051,GrN-19858,8770,90,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2D/2E,"Deepsounding grids 4G-H, Square 4H,  dump/workshop area JY, 7-9/c",38.34,34.22,14C,7890,190,"Esin 1995, 76f.",--
21052,GrN-19860,8720,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 7J, open area JA, 6/i",38.34,34.22,14C,7750,100,"Esin 1995, 76f.",--
21053,GrN-19861,8670,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA),  Square 7J, open area JA, 3/g",38.34,34.22,14C,7700,80,"Esin 1995, 76f.",--
21054,GrN-19862,8580,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Southwest quarter (South of road GA), Square 3P, area HK, 1-3/b-c",38.34,34.22,14C,7610,40,"Esin 1995, 76f.",--
21055,GrN-19863,8640,20,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 7L, open area JA, 5-6/b",38.34,34.22,14C,7630,40,"Esin 1995, 76f.",--
21056,GrN-19865,8880,70,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2D/2E,"Deepsounding grids 4G-H, Square 4H,  dump/workshop area JY",38.34,34.22,14C,8030,150,"Esin 1995, 76f.",--
21057,GrN-19866,8560,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2D/2E,"Deepsounding grids 4G-H, Square 4H, room JV, 2/e",38.34,34.22,14C,7580,30,"Esin 1995, 76f.",--
21058,GrN-19867,8630,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Southwest quarter (South of road GA), Square 2R, room LS, 7/g",38.34,34.22,14C,7650,50,"Esin 1995, 76f.",--
21059,GrN-19868,8530,110,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 7J, open area JA, 21",38.34,34.22,14C,7580,110,"Esin 1995, 76f.",--
21060,GrN-19869,8740,70,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Southwest quarter (South of road GA), Square6O, room LB, 6-7/b",38.34,34.22,14C,7800,130,"Esin 1995, 76f.",--
21061,GrN-19870,8720,80,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 6N, room KY, 5-8/b-e",38.34,34.22,14C,7790,140,"Esin 1995, 76f.",--
21062,GrN-20041,8575,20,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 6N, room KY, 5-8/b-e",38.34,34.22,14C,7590,20,"Esin 1995, 76f.",--
21063,GrN-20349,8840,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2G/2H,"Deepsounding grids 4G-H, Square 4H, room MS",38.34,34.22,14C,7990,150,"Esin 1995, 76f.",--
21064,GrN-20351,8670,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA), Square 5J, room BI",38.34,34.22,14C,7670,50,"Esin 1995, 76f.",--
21065,GrN-20352,8720,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"North quarter (North of road GA),  Square 4K, room CK",38.34,34.22,14C,7730,80,"Esin 1995, 76f.",--
21066,GrN-20353,8740,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2G/2H,"Deepsounding grids 4G-H, Square 4G, room MS",38.34,34.22,14C,7790,120,"Esin 1995, 76f.",--
21067,GrN-20355,8550,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"Southwest quarter (South of road GA), Square 3R, room NM",38.34,34.22,14C,7580,40,"Esin 1995, 76f.",--
21068,GrN-20356,8560,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"East of enclosure wall, quare 14A-B, room NV",38.34,34.22,14C,7590,50,"Esin 1995, 76f.",--
21069,GrN-20684,8720,70,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: 2C-A,"East of enclosure wall, Square 14A-B, room NV",38.34,34.22,14C,7780,130,"Esin 1995, 76f.",--
21070,GrN-28614,8840,50,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,3E/4  ,4G-H,38.34,34.22,14C,7990,150,Özbaşaran 2011,
21071,GrN-28616,8860,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,3C,4G-H,38.34,34.22,14C,8010,150,Özbaşaran 2011,
21072,GrN-28617,8980,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,4,4G-H,38.34,34.22,14C,8150,110,Özbaşaran 2011,
21073,GrN-28618,8940,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,4,4G-H,38.34,34.22,14C,8120,100,Özbaşaran 2011,
21074,GrN-28621,8940,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,3D,4G-H,38.34,34.22,14C,8120,100,Özbaşaran 2011,
21075,GrN-28622,8790,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,4,4G-H,38.34,34.22,14C,7900,150,Özbaşaran 2011,
21076,GrN-28623,8770,60,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,4,4G-H,38.34,34.22,14C,7840,120,Özbaşaran 2011,
21077,GrN-28624,8760,25,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,3C/3D,4G-H,38.34,34.22,14C,7820,70,Özbaşaran 2011,
21078,Hd-19640,8882,40,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: visible base of site,NW cut,38.34,34.22,14C,8070,100,--,--
21079,P-1238,8807,128,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: visible base of site,"NW cut,  burnt layer",38.34,34.22,14C,7930,210,"Todd 1968a, 157",--
21080,P-1239,8611,108,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: visible base of site,"NW cut,  burnt layer",38.34,34.22,14C,7700,130,"Todd 1968a, 157",--
21081,P-1240,8958,130,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: visible base of site,"NW cut,  burnt layer",38.34,34.22,14C,8070,190,"Todd 1968a, 157",--
21082,P-1241,8793,127,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: visible base of site,"NW cut,  burnt layer",38.34,34.22,14C,7920,210,"Todd 1968a, 157",--
21083,P-1242,8778,128,0,charcoal,nd,Turkey,Asikli Höyük,Neolithic,PPN,Phase: visible base of site,"NW cut,  burnt layer",38.34,34.22,14C,7910,210,"Todd 1968a, 157",--
21084,GrN-22964,5440,120,0,charcoal,nd,Turkey,Atchana,nd,CH,nd,nd,0,0,14C,4250,140,"Yener et al. 2000, Erdoğu et al. 2003",--
21085,Hd-20910,7546,41,0,nd,nd,Turkey,Bademagaci,Neolithic,LN,EN II/3,nd,37.4,30.48,14C,6410,30,--,--
21086,Hd-21015,7481,40,0,nd,nd,Turkey,Bademagaci,Neolithic,LN,EN II/4,nd,37.4,30.48,14C,6340,60,"Thissen 2002a, 317",--
21087,Hd-21016,7424,37,0,nd,nd,Turkey,Bademagaci,Neolithic,LN,EN II/4,nd,37.4,30.48,14C,6310,50,"Thissen 2002a, 317",--
21088,Hd-21046,7307,41,0,nd,nd,Turkey,Bademagaci,Neolithic,LN,EN II/1,nd,37.4,30.48,14C,6160,50,"Thissen 2002a, 317",--
21089,Hd-21058,7459,51,0,nd,nd,Turkey,Bademagaci,Neolithic,LN,EN II/3,nd,37.4,30.48,14C,6330,60,"Thissen 2002a, 317",--
